Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_frequently,BusinessTravel_Travel_rarely,Department_Research & development,EducationField_Life sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical degree,Gender_Male,JobRole_Human resources,JobRole_Laboratory technician,JobRole_Manager,JobRole_Manufacturing director,JobRole_Research director,JobRole_Research scientist,JobRole_Sales representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
37.0,1141,11.0,2,1,1033,1,61,1,2,2,4777.0,14382,5,15,3,1,80,0,15,2,1,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
55.0,135,18.0,4,1,1034,3,62,3,2,2,6385.0,12992,3,14,3,4,80,2,17,3,3,8.0,7.0,6.0,7,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
41.0,247,7.0,1,1,1035,2,55,1,5,3,16581.0,20284,1,22,4,2,80,2,21,3,3,18.0,14.5,5.0,10,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38.0,1035,3.0,4,1,1036,2,42,3,2,4,6861.0,4981,8,12,3,3,80,0,19,1,3,1.0,0.0,0.0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
26.0,265,29.0,2,1,1037,2,79,1,2,1,4969.0,21813,8,18,3,4,80,0,7,6,3,2.0,2.0,2.0,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
52.0,266,2.0,1,1,1038,1,57,1,5,4,16581.0,25846,1,15,3,4,80,1,33,3,3,18.0,14.0,6.0,9,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44.0,1448,28.0,3,1,1039,4,53,4,4,4,13320.0,11737,3,18,3,3,80,1,23,2,3,12.0,11.0,7.5,11,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
50.0,145,1.0,3,1,1040,4,95,3,2,3,6347.0,24920,0,12,3,1,80,1,19,3,3,18.0,7.0,0.0,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,885,16.0,4,1,1042,3,43,4,1,1,2743.0,8269,1,16,3,3,80,0,18,1,3,17.0,13.0,7.5,14,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
39.0,945,22.0,3,1,1043,4,82,3,3,1,10880.0,5083,1,13,3,3,80,0,21,2,3,18.0,6.0,2.0,8,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
33.0,1038,8.0,1,1,1044,2,88,2,1,4,2342.0,21437,0,19,3,4,80,0,3,2,2,2.0,2.0,2.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
45.0,1234,11.0,2,1,1045,4,90,3,4,4,16581.0,5404,3,13,3,2,80,1,26,4,4,9.0,3.0,1.0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32.0,1109,29.0,4,1,1046,4,69,3,1,3,4025.0,11135,9,12,3,2,80,0,10,2,3,8.0,7.0,7.0,7,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34.0,216,1.0,4,1,1047,2,75,4,2,4,9725.0,12278,0,11,3,4,80,1,16,2,2,15.0,1.0,0.0,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59.0,1089,1.0,2,1,1048,2,66,3,3,4,11904.0,11038,3,14,3,3,80,1,14,1,1,6.0,4.0,0.0,4,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True
45.0,788,24.0,4,1,1049,2,36,3,1,2,2177.0,8318,1,16,3,1,80,0,6,3,3,6.0,3.0,0.0,4,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
53.0,124,2.0,3,1,1050,3,38,2,3,2,7525.0,23537,2,12,3,1,80,1,30,2,3,15.0,7.0,6.0,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,660,15.0,3,1,1052,1,81,3,2,3,4834.0,7858,7,14,3,2,80,1,9,3,2,1.0,0.0,0.0,0,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
26.0,342,2.0,3,1,1053,1,57,3,1,1,2042.0,15346,6,14,3,2,80,1,6,2,3,3.0,2.0,1.0,2,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
34.0,1333,10.0,4,1,1055,3,87,3,1,3,2220.0,18410,1,19,3,4,80,1,1,2,3,1.0,1.0,0.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
28.0,1144,10.0,1,1,1056,4,74,3,1,2,1052.0,23384,1,22,4,2,80,0,1,5,3,1.0,0.0,0.0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
38.0,1186,3.0,4,1,1060,3,44,3,1,3,2821.0,2997,3,16,3,1,80,1,8,2,3,2.0,2.0,2.0,2,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
50.0,1464,2.0,4,1,1061,2,62,3,5,3,16581.0,12853,2,11,3,4,80,1,29,2,2,8.0,1.0,7.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
37.0,124,3.0,3,1,1062,4,35,3,2,2,4107.0,13848,3,15,3,1,80,0,8,3,2,4.0,3.0,0.0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
40.0,300,26.0,3,1,1066,3,74,3,2,1,8396.0,22217,1,14,3,2,80,1,8,3,2,7.0,7.0,7.0,5,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
26.0,921,1.0,1,1,1068,1,66,2,1,3,2007.0,25265,1,13,3,3,80,2,5,5,3,5.0,3.0,1.0,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,430,1.0,4,1,1069,4,40,3,5,4,16581.0,21445,9,17,3,4,80,2,23,0,3,2.0,2.0,2.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
54.0,1082,2.0,4,1,1070,3,41,2,3,3,10686.0,8392,6,11,3,2,80,1,13,4,3,9.0,4.0,7.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56.0,1240,9.0,3,1,1071,1,63,3,1,3,2942.0,12154,2,19,3,2,80,1,18,4,3,5.0,4.0,0.0,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
36.0,796,12.0,5,1,1073,4,51,2,3,4,8858.0,15669,0,11,3,2,80,0,15,2,2,14.0,8.0,7.0,8,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
55.0,444,2.0,1,1,1074,3,40,2,4,1,16581.0,17323,7,15,3,2,80,0,31,3,4,9.0,7.0,6.0,2,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
43.0,415,25.0,3,1,1076,3,79,2,3,4,10798.0,5268,5,13,3,3,80,1,18,5,3,1.0,0.0,0.0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
20.0,769,9.0,3,1,1077,4,54,3,1,4,2323.0,17205,1,14,3,2,80,0,2,3,3,2.0,2.0,0.0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True
21.0,1334,10.0,3,1,1079,3,36,2,1,1,1416.0,17258,1,13,3,1,80,0,1,6,2,1.0,0.0,1.0,0,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
46.0,1003,8.0,4,1,1080,4,74,2,2,1,4615.0,21029,8,23,4,1,80,3,19,2,3,16.0,13.0,1.0,7,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51.0,1323,4.0,4,1,1081,1,34,3,1,3,2461.0,10332,9,12,3,3,80,3,18,2,4,10.0,0.0,2.0,7,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
28.0,1366,24.0,2,1,1082,2,72,2,3,1,8722.0,12355,1,12,3,1,80,0,10,2,2,10.0,7.0,1.0,9,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
26.0,192,1.0,2,1,1083,1,59,2,1,1,3955.0,11141,1,16,3,1,80,2,6,2,3,5.0,3.0,1.0,3,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
30.0,1176,20.0,3,1,1084,3,85,3,2,1,9957.0,9096,0,15,3,3,80,1,7,1,2,6.0,2.0,0.0,2,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
41.0,509,7.0,2,1,1085,2,43,4,1,3,3376.0,18863,1,13,3,3,80,0,10,3,3,10.0,6.0,0.0,8,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38.0,330,17.0,1,1,1088,3,65,2,3,3,8823.0,24608,0,18,3,1,80,1,20,4,2,18.0,9.0,1.0,9,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40.0,1492,20.0,4,1,1092,1,61,3,3,4,10322.0,26542,4,20,4,4,80,1,14,6,3,11.0,10.0,7.5,1,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
27.0,1277,8.0,5,1,1094,1,87,1,1,3,4621.0,5869,1,19,3,4,80,3,3,4,3,3.0,2.0,1.0,2,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
55.0,1091,2.0,1,1,1096,4,65,3,3,2,10976.0,15813,3,18,3,2,80,1,23,4,3,3.0,2.0,1.0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
28.0,857,10.0,3,1,1097,3,59,3,2,3,3660.0,7909,3,13,3,4,80,0,10,4,4,8.0,7.0,1.0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
44.0,1376,1.0,2,1,1098,2,91,2,3,1,10482.0,2326,9,14,3,4,80,1,24,1,3,18.0,6.0,3.0,6,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
33.0,654,5.0,3,1,1099,4,34,2,3,4,7119.0,21214,4,15,3,3,80,1,9,2,3,3.0,2.0,1.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,1204,4.0,3,1,1100,4,86,3,3,1,9582.0,10333,0,22,4,1,80,0,9,2,3,8.0,7.0,4.0,7,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
33.0,827,29.0,4,1,1101,1,54,2,2,3,4508.0,3129,1,22,4,2,80,0,14,4,3,13.0,7.0,3.0,8,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
28.0,895,15.0,2,1,1102,1,50,3,1,3,2207.0,22482,1,16,3,4,80,1,4,5,2,4.0,2.0,2.0,2,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34.0,618,3.0,1,1,1103,1,45,3,2,4,7756.0,22266,0,17,3,3,80,0,7,1,2,6.0,2.0,0.0,4,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
37.0,309,10.0,4,1,1105,4,88,2,2,4,6694.0,24223,2,14,3,3,80,3,8,5,3,1.0,0.0,0.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25.0,1219,4.0,1,1,1106,4,32,3,1,4,3691.0,4605,1,15,3,2,80,1,7,3,4,7.0,7.0,5.0,6,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True
26.0,1330,21.0,3,1,1107,1,37,3,1,3,2377.0,19373,1,20,4,3,80,1,1,0,2,1.0,1.0,0.0,0,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,1017,25.0,3,1,1108,1,55,2,1,2,2313.0,2993,4,20,4,2,80,0,5,0,3,2.0,2.0,2.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True
42.0,469,2.0,2,1,1109,4,35,3,4,1,16581.0,14399,0,17,3,4,80,1,23,3,3,18.0,6.0,7.5,7,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
28.0,1009,1.0,3,1,1111,1,45,2,1,2,2596.0,7160,1,15,3,1,80,2,1,2,3,1.0,0.0,0.0,0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
50.0,959,1.0,4,1,1113,4,81,3,2,3,4728.0,17251,3,14,3,4,80,0,5,4,3,0.0,0.0,0.0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
33.0,970,7.0,3,1,1114,4,30,3,2,2,4302.0,13401,0,17,3,3,80,1,4,3,3,3.0,2.0,0.0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,697,3.0,4,1,1115,3,40,2,1,4,2979.0,22478,3,17,3,4,80,3,6,2,3,0.0,0.0,0.0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
48.0,1262,1.0,4,1,1116,1,35,4,4,4,16581.0,16154,2,22,4,3,80,0,27,3,2,5.0,4.0,2.0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
45.0,1050,9.0,4,1,1117,2,65,2,2,3,5593.0,17970,1,13,3,4,80,1,15,2,3,15.0,10.0,4.0,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
52.0,994,7.0,4,1,1118,2,87,3,3,2,10445.0,15322,7,19,3,4,80,0,18,4,3,8.0,6.0,4.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
38.0,770,10.0,4,1,1119,3,73,2,3,3,8740.0,5569,0,14,3,2,80,2,9,2,3,8.0,7.0,2.0,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
29.0,1107,28.0,4,1,1120,3,93,3,1,4,2514.0,26968,4,22,4,1,80,1,11,1,3,7.0,5.0,1.0,7,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28.0,950,3.0,3,1,1121,4,93,3,3,2,7655.0,8039,0,17,3,2,80,3,10,3,2,9.0,7.0,1.0,7,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
46.0,406,3.0,1,1,1124,1,52,3,4,3,16581.0,15596,3,12,3,4,80,1,23,3,3,12.0,9.0,4.0,9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
38.0,130,2.0,2,1,1125,4,32,3,3,2,7351.0,20619,7,16,3,3,80,0,10,2,3,1.0,0.0,0.0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
43.0,1082,27.0,3,1,1126,3,83,3,3,1,10820.0,11535,8,11,3,3,80,1,18,1,3,8.0,7.0,0.0,1,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
39.0,203,2.0,3,1,1127,1,84,3,4,4,12169.0,13547,7,11,3,4,80,3,21,4,3,18.0,7.0,7.5,5,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40.0,1308,14.0,3,1,1128,3,44,2,5,3,16581.0,17544,1,14,3,1,80,0,21,2,4,18.0,7.0,4.0,9,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
21.0,984,1.0,1,1,1131,4,70,2,1,2,2070.0,25326,1,11,3,3,80,0,2,6,4,2.0,2.0,2.0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
39.0,439,9.0,3,1,1132,3,70,3,2,2,6782.0,8770,9,15,3,3,80,0,9,2,2,5.0,4.0,0.0,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
36.0,217,18.0,4,1,1133,1,78,3,2,4,7779.0,23238,2,20,4,1,80,0,18,0,3,11.0,9.0,0.0,9,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
31.0,793,20.0,3,1,1135,3,67,4,1,4,2791.0,21981,0,12,3,1,80,1,3,4,3,2.0,2.0,2.0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
28.0,1451,2.0,1,1,1136,1,67,2,1,2,3201.0,19911,0,17,3,1,80,0,6,2,1,5.0,3.0,0.0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
35.0,1182,11.0,2,1,1137,4,54,3,2,4,4968.0,18500,1,11,3,4,80,1,5,3,3,5.0,2.0,0.0,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
49.0,174,8.0,4,1,1138,4,56,2,4,2,13120.0,11879,6,17,3,2,80,1,22,3,3,9.0,8.0,2.0,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
34.0,1003,2.0,2,1,1140,4,95,3,2,3,4033.0,15834,2,11,3,4,80,0,5,3,2,3.0,2.0,0.0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
29.0,490,10.0,3,1,1143,4,61,3,1,2,3291.0,17940,0,14,3,4,80,2,8,2,2,7.0,5.0,1.0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42.0,188,29.0,3,1,1148,2,56,1,2,4,4272.0,9558,4,19,3,1,80,0,16,3,3,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
29.0,718,8.0,1,1,1150,2,79,2,2,4,5056.0,17689,1,15,3,3,80,1,10,2,2,10.0,7.0,1.0,2,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
38.0,433,1.0,3,1,1152,3,37,4,1,3,2844.0,6004,1,13,3,4,80,1,7,2,4,7.0,6.0,5.0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
28.0,773,6.0,3,1,1154,3,39,2,1,3,2703.0,22088,1,14,3,4,80,1,3,2,3,3.0,1.0,0.0,2,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
18.0,247,8.0,1,1,1156,3,80,3,1,3,1904.0,13556,1,12,3,4,80,0,0,0,3,0.0,0.0,0.0,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
33.0,603,9.0,4,1,1157,1,77,3,2,1,8224.0,18385,0,17,3,1,80,0,6,3,3,5.0,2.0,0.0,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
41.0,167,12.0,4,1,1158,2,46,3,1,4,4766.0,9051,3,11,3,1,80,1,6,4,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
31.0,874,15.0,3,1,1160,3,72,3,1,3,2610.0,6233,1,12,3,3,80,1,2,5,2,2.0,2.0,2.0,2,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
37.0,367,25.0,2,1,1161,3,52,2,2,4,5731.0,17171,7,13,3,3,80,2,9,2,3,6.0,2.0,1.0,3,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,199,6.0,3,1,1162,4,55,2,1,3,2539.0,7950,1,13,3,3,80,1,4,0,3,4.0,2.0,2.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
34.0,1400,9.0,1,1,1163,2,70,3,2,3,5714.0,5829,1,20,4,1,80,0,6,3,2,6.0,5.0,1.0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,528,8.0,4,1,1164,3,100,3,1,3,4323.0,7108,1,17,3,2,80,0,6,2,1,5.0,4.0,1.0,4,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False
29.0,408,23.0,1,1,1165,4,45,2,3,1,7336.0,11162,1,13,3,1,80,1,11,3,1,11.0,8.0,3.0,10,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40.0,593,9.0,4,1,1166,2,88,3,3,3,13499.0,13782,9,17,3,3,80,0,20,3,2,18.0,7.0,2.0,13,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
42.0,481,12.0,3,1,1167,3,44,3,4,1,13758.0,2447,0,12,3,2,80,0,22,2,2,18.0,9.0,7.5,14,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
42.0,647,4.0,4,1,1171,2,45,3,2,1,5155.0,2253,7,13,3,4,80,0,9,3,4,6.0,4.0,1.0,5,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
35.0,982,1.0,4,1,1172,4,58,2,1,3,2258.0,16340,6,12,3,2,80,1,10,2,3,8.0,0.0,1.0,7,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
24.0,477,24.0,3,1,1173,4,49,3,1,2,3597.0,6409,8,22,4,4,80,0,6,2,3,4.0,3.0,1.0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
28.0,1485,12.0,1,1,1175,3,79,3,1,4,2515.0,22955,1,11,3,4,80,0,1,4,2,1.0,1.0,0.0,0,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
26.0,1384,3.0,4,1,1177,1,82,4,1,4,4420.0,13421,1,22,4,2,80,1,8,2,3,8.0,7.0,0.0,7,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
30.0,852,10.0,3,1,1179,3,72,2,2,3,6578.0,2706,1,18,3,1,80,1,10,3,3,10.0,3.0,1.0,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
40.0,902,26.0,2,1,1180,3,92,2,2,4,4422.0,21203,3,13,3,4,80,1,16,3,1,1.0,1.0,0.0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
35.0,819,2.0,3,1,1182,3,44,2,3,2,10274.0,19588,2,18,3,2,80,1,15,2,4,7.0,7.0,6.0,4,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34.0,669,1.0,3,1,1184,4,97,2,2,1,5343.0,25755,0,20,4,3,80,0,14,3,3,13.0,9.0,4.0,9,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
35.0,636,4.0,4,1,1185,4,47,2,1,4,2376.0,26537,1,13,3,2,80,1,2,2,4,2.0,2.0,2.0,2,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
43.0,1372,9.0,3,1,1188,1,85,1,2,3,5346.0,9489,8,13,3,2,80,0,7,2,2,4.0,3.0,1.0,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
32.0,862,2.0,1,1,1190,3,76,3,1,1,2827.0,14947,1,12,3,3,80,3,1,3,3,1.0,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56.0,718,4.0,4,1,1191,4,92,3,5,1,16581.0,18575,4,13,3,4,80,1,28,2,3,5.0,2.0,4.0,2,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
29.0,1401,6.0,1,1,1192,2,54,3,1,4,3131.0,26342,1,13,3,1,80,1,10,5,3,10.0,8.0,0.0,8,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
19.0,645,9.0,2,1,1193,3,54,3,1,1,2552.0,7172,1,25,4,3,80,0,1,4,3,1.0,1.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
45.0,1457,7.0,3,1,1195,1,83,3,1,3,4477.0,20100,4,19,3,3,80,1,7,2,2,3.0,2.0,0.0,2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
37.0,977,1.0,3,1,1196,4,56,2,2,4,6474.0,9961,1,13,3,2,80,1,14,2,2,14.0,8.0,3.0,11,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
20.0,805,3.0,3,1,1198,1,87,2,1,3,3033.0,12828,1,12,3,1,80,0,2,2,2,2.0,2.0,1.0,2,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
44.0,1097,10.0,4,1,1200,3,96,3,1,3,2936.0,10826,1,11,3,3,80,0,6,4,3,6.0,4.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
53.0,1223,7.0,2,1,1201,4,50,3,5,3,16581.0,18640,3,18,3,2,80,1,26,6,3,7.0,7.0,4.0,7,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29.0,942,15.0,1,1,1202,2,69,1,1,4,2168.0,26933,0,18,3,1,80,1,6,2,2,5.0,4.0,1.0,3,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
22.0,1256,3.0,4,1,1203,3,48,2,1,4,2853.0,4223,0,11,3,2,80,1,1,5,3,0.0,0.0,0.0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
46.0,1402,2.0,3,1,1204,3,69,3,4,1,16581.0,24097,8,23,4,1,80,0,28,2,3,18.0,14.5,7.5,9,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44.0,111,17.0,3,1,1206,4,74,1,1,3,2290.0,4279,2,13,3,4,80,0,6,3,3,0.0,0.0,0.0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
33.0,147,2.0,3,1,1207,2,99,3,1,3,3600.0,8429,1,13,3,4,80,1,5,2,3,5.0,4.0,1.0,4,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
41.0,906,5.0,2,1,1210,1,95,2,1,1,2107.0,20293,6,17,3,1,80,1,5,2,1,1.0,0.0,0.0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
30.0,1329,29.0,4,1,1211,3,61,3,2,1,4115.0,13192,8,19,3,3,80,3,8,3,3,4.0,3.0,0.0,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40.0,1184,2.0,4,1,1212,2,62,3,2,2,4327.0,25440,5,12,3,4,80,3,5,2,3,0.0,0.0,0.0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
50.0,1421,2.0,3,1,1215,4,30,3,4,1,16581.0,9490,2,22,4,3,80,1,32,3,3,2.0,2.0,2.0,2,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
28.0,1179,19.0,4,1,1216,4,78,2,1,1,3196.0,12449,1,12,3,3,80,3,6,2,3,6.0,5.0,3.0,3,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
46.0,1450,15.0,2,1,1217,4,52,3,5,2,16581.0,10849,5,11,3,1,80,1,25,2,3,4.0,2.0,0.0,3,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
35.0,1361,17.0,4,1,1218,3,94,3,2,1,8966.0,21026,3,15,3,4,80,3,15,2,3,7.0,7.0,1.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
24.0,984,17.0,2,1,1219,4,97,3,1,2,2210.0,3372,1,13,3,1,80,1,1,3,1,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
